序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
8,新竹市私立李國賢室內設計短期補習班,2025-06-04,新竹市中華路三段9號14樓之2,「聘用教職員工未依規定辦理」、「違反定型化契約及退費規範」、「其他班務違規」,糾正件次(列入違規紀錄),2025-06-13,府教社字第1140100358號
9,新竹市私立登科文理短期補習班,2025-06-04,新竹市香北一路129號2-3樓,「聘用教職員工未依規定辦理」,糾正件次(列入違規紀錄),2025-06-13,府教社字第1140099388號
10,新竹市私立文昌文理短期補習班,2025-06-04,新竹市中埔里3鄰祥園街61號1-2樓,「擅自擴大班舍」、「擅自增設科目」,糾正件次(列入違規紀錄),2025-06-13,府教社字第1140100353號
1,新竹市私立睦培文理技藝短期補習班,2025-07-10,新竹市東區埔頂一路252號1樓及1樓夾層、256號1樓及1樓夾層,「違反定型化契約及退費規範」、「違反建築、消防相關規範」、「聘用教職員工未依規定辦理」、「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140119714號
1,欣牧文教事業有限公司附設新竹市私立欣晴語文文理短期補習班,2025-07-23,新竹市關東路133號1樓至2樓,「違反定型化契約及退費規範」、「聘用教職員工未依規定辦理」、「其他班務違規」,糾正件次(列入違規紀錄),2025-07-30,1140127955
2,新竹市私立山熊科學文理短期補習班,2025-07-23,新竹市東區科學園路107巷1號、新竹市東區光復路一段607巷17及19號,「聘用教職員工未依規定辦理」、「擅自擴大班舍」、「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),2025-07-29,1140127944
3,網路地球村語文資訊有限公司新竹站前分公司附設新竹市私立地球村美日語短期補習班,2025-07-22,新竹市東門街36號2樓及3樓,「違反定型化契約及退費規範」、「違反建築、消防相關規範」、「聘用教職員工未依規定辦理」、「擅自擴大班舍」、「其他班務違規」,糾正件次(列入違規紀錄),2025-07-31,1140127750
1,新竹市私立南瓜田林森分班文理短期補習班,2025-08-06,新竹市林森路182巷12號1-3樓,「擅自增設科目」、「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,1140136430
2,新竹市私立喬太文理短期補習班,2025-08-05,新竹市東區經國路一段379巷41號3樓,「違反定型化契約及退費規範」、「聘用教職員工未依規定辦理」、「其他班務違規」,糾正件次(列入違規紀錄),,1140136425
1,新竹市私立軟實力文理短期補習班,2025-08-13,新竹市東區光復路一段271號3樓,「違反建築、消防相關規範」、「其他班務違規」,糾正件次(列入違規紀錄),,1140140429
2,新竹市私立勤學文理短期補習班,2025-08-13,新竹市民主路78號1-2樓,「違反定型化契約及退費規範」、「聘用教職員工未依規定辦理」、「擅自擴大班舍」、「其他班務違規」,糾正件次(列入違規紀錄),,1140140467
1,新竹市私立小繪日子技藝短期補習班,2025-08-20,新竹市東區埔頂一路100號1-2樓,「違反定型化契約及退費規範」、「違反建築、消防相關規範」、「其他班務違規」,糾正件次(列入違規紀錄),,1140142528
2,新竹市私立奧格文理技藝短期補習班,2025-08-20,新竹市東區埔頂一路163號一樓、一樓夾層、二樓,「違反建築、消防相關規範」、「其他班務違規」,糾正件次(列入違規紀錄),,1140142519
1,新竹市私立吳老師文理短期補習班,2025-08-20,新竹市東區立鵬路120號2樓,「違反定型化契約及退費規範」、「聘用教職員工未依規定辦理」、「其他班務違規」,糾正件次(列入違規紀錄),2025-08-22,府教社字第1140142821號
1,網路地球村語文資訊有限公司新竹站前分公司附設新竹市私立地球村美日語短期補習班,2025-09-04,新竹市東門街36號2樓及3樓,「違反定型化契約及退費規範」、「違反建築、消防相關規範」、「擅自擴大班舍」、「其他班務違規」,限期改善件次,,1140151163
1,新竹市私立君明文理短期補習班,2025-09-10,新竹市東山街30號1樓及2樓,「聘用教職員工未依規定辦理」、「擅自擴大班舍」、「其他班務違規」,糾正件次(列入違規紀錄),2025-09-11,府教社字第1140154334號
2,新竹市私立戴老師文理短期補習班,2025-09-10,新竹市北區民富街277號1樓至3樓,「違反定型化契約及退費規範」、「其他班務違規」,糾正件次(列入違規紀錄),2025-09-11,府教社字第1140154370號
1,新竹市私立瑩星樂園才藝短期補習班,2025-09-17,新竹市金竹路48巷32號1-3樓,「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140161186號
2,新竹市私立印地安文理短期補習班,2025-09-17,新竹市金竹路82號1樓及78號1-3樓,「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140161162號
1,新竹市私立溫賢鈺社交舞蹈短期補習班,2025-10-01,新竹市西大路213號2樓之1,「違反定型化契約及退費規範」、「其他班務違規」,糾正件次(列入違規紀錄),2025-10-02,府教社字第1140166440號
2,新竹市私立安妮英語文理短期補習班,2025-10-01,新竹市西大路668號1樓及2樓,「擅自增設科目」、「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),2025-10-02,府教社字第1140166390號
3,新竹市私立民富文理技藝短期補習班,2025-10-01,新竹市少年街87號2樓,「違反建築、消防相關規範」、「聘用教職員工未依規定辦理」、「擅自擴大班舍」。,糾正件次(列入違規紀錄),2025-10-02,府教社字第1140166321號
