代號,補習班,班址,電話,立案文號,立案日期
62201811300001,臺南市私立心遠景文理短期補習班三民分班,"新營區三民路76之1號 1-2樓",(06)6353979,南市教社字第1071319109號,2018-11-30
62201811120001,臺南市私立水牛城文理短期補習班新市分班,新市區光華街191號1-2樓,(06)5893300,南市教社字第1071281475號,2018-11-19
62201811050001,臺南市私立郭靜文理短期補習班,東區裕文路68號1-2樓,(06)3315189,南市教社字第1071050217號,2018-11-05
62201810310001,臺南市私立稻禾文理短期補習班,新營區中正路110-1號1-2樓,(06)6331559,南市教社字第1071198296號,2018-10-31
62201810140001,臺南市私立迪迪文理短期補習班,新化區中山路421號1-2樓,(06)5904810,南市教社字第1071164019號,2018-10-30
62201810190002,臺南市私立智苑文理短期補習班,安平區文平路463號1-2樓,(06)2986606,南市教社字第1071163947號,2018-10-19
62201810120001,臺南市私立超卓越文理短期補習班新進分班,新營區新進路258之5號1-2樓,(06)6357776,南市教社字第1071123089號,2018-10-12
62201810110001,臺南市私立翼杰文理短期補習班,北區文賢路1122巷215號1-3樓(1樓為法定停車空間及樓梯間),(06)3587871,南市教社字第1071118840號,2018-10-12
62201808300002,臺南市私立放學趣文理技藝短期補習班,永康區東橋三路450號1-2樓,(06)3027789,南市教社字第1070980677號,2018-10-12
62201810080001,臺南市私立金興文理短期補習班,中西區永福路二段68號1-2樓,(06)2206068,南市教社字第1071096663號,2018-10-08
62201810020001,臺南市私立史丹佛文理短期補習班,南區明興路909號1-4樓,(06)2622240,南市教社字第1071061137號,2018-10-02
62201810030001,卓躍文教有限公司附設臺南市私立叡揚文理短期補習班崇善分班,東區崇善路172號2-3樓,(06)2897700,南市教社字第1071034787號,2018-10-02
62201809140001,臺南市私立全瀛文理短期補習班,安南區長溪路一段299號1-2樓,(06)2475353,南市教社字第1071015082號,2018-09-12
62201808100001,臺南市私立菲比文理短期補習班,仁德區中正路二段824號1-2樓,(06)2798033,南市教社字第1070909050號,2018-09-10
62201809100001,臺南市私立全富文理短期補習班,安南區安富街171號1-2樓,(06)2588840,南市教社字第1070989001號,2018-09-10
62201809110001,臺南市私立志晟文理短期補習班,安南區海佃路四段92號1-2樓,(06)2460912,南市教社字第1070988797號,2018-09-07
62201809060001,臺南市私立小碁士技藝短期補習班,東區自由路三段5號1-2樓及夾層,(06)2670670,南市教社字第1070987376號,2018-09-06
62201809040001,臺南市私立戰功文理短期補習班,東區崇明路956號1-2樓,(06)2908782,南市教社字第1070962196號,2018-09-03
62201808270001,臺南市私立巧聖文理短期補習班,南區萬年路8號1-2樓,(06)2626008,南市教社字第1070945958號,2018-08-27
62201808220001,臺南市私立彩湫文理短期補習班,安南區安中路一段265號1-2樓,(06)2471008,南市教社字第1070915544號,2018-08-22
62201808020001,臺南市私立黛孋文理短期補習班,永康區大灣路942巷231號1-2樓,(06)2056906,南市教社字第1070876201號,2018-08-14
62201807230001,臺南市私立佳鷹文理技藝短期補習班,佳里區光復路108號1-2樓、141號1樓,(06)7227433,南市教社字第1070831004號,2018-07-26
62201806290001,麥克斯教育科技股份有限公司附設臺南市私立麥克斯文理短期補習班,東區裕忠路178號1樓,(06)7030505,南市教社字第1070715160號,2018-06-29
62201806020001,臺南市私立東靖文理短期補習班,西港區慶安路161之2號1-2樓,(06)7965326,南市教社字第1070630798號,2018-06-13
62201805140002,臺南市私立翰生文理短期補習班,大內區大內里7-18號1-2樓,(06)2071323,南市教社字第1070639323號,2018-06-11
62201804020001,臺南市私立佳藝文理短期補習班,新化區民生路282號1-2樓,(06)5985822,南市教社字第1070421855號,2018-04-23
62201804180001,臺南市私立旻欣文理短期補習班,安南區安豐五街125號1-2樓,(06)3571127,南市教社字第1070394662號,2018-04-20
62201804030001,臺南市私立西凱華頓文理短期補習班,中西區開山路245號2樓,(06)2133328,南市教社字第1070424513號,2018-04-19
62201804020002,臺南市私立安逸文理短期補習班,安南區育安街73號1-2樓,(06)2339432,南市教社字第1070303285號,2018-04-12
62201803080001,臺南市私立智勝文理短期補習班,北區大港街73號1-2樓,(06)2502068,南市教社字第1070197721號,2018-03-08
62201802210001,臺南市私立活水樹谷文理短期補習班,新市區活水路15號2樓之1、2樓之2、3樓之1、3樓之2、4樓之1、4樓之2,(06)5897001,南市教社字第1070235617號,2018-03-05
62201801230001,臺南市私立金夢幻文理短期補習班,永康區東橋一路246號2樓、250號2樓,(06)3027598,南市教社字第1070203733號,2018-02-23
62201801160001,臺南市私立愛佳佳文理短期補習班安平分班,安平區文平路465號1-2樓,(06)2989455,南市教社字第1070091720號,2018-01-17
62201801110001,臺南市私立智善文理短期補習班,東區怡東路87號1-2樓,0915101375,南市教社字第1070065630號,2018-01-11
62201801020001,臺南市私立元凰文理短期補習班,東區裕興街83號1-3樓,(06)3317990,南市教社字第1070060398號,2018-01-03
62201712100001,臺南市私立觀念穩贏文理短期補習班,東區裕農三街223號1-3樓,(06)3312551,南市教社字第1061315376號,2017-12-22
62201711290001,臺南市私立上瀛文理短期補習班,永康區中華二路215巷12號1-2樓,(06)3131130,南市教社字第1061291592號,2017-12-15
62201711280001,臺南市私立道成文理短期補習班,新化區大新路28號1-2樓,(06)5981655,南市教社字第1061270105號,2017-12-11
62201711270001,中國青年救國團附設臺南市私立文理技藝短期補習班忠義分班,北區忠義路三段29之2號3樓、29之3號4樓,(06)2223421,南市教社字第1061214902號,2017-11-27
62201711090001,臺南市私立威林文理短期補習班港口分班,安定區港南里港口99之8號1-2樓,(06)5935854,南市教社字第1061164071號,2017-11-13
62201710310001,臺南市私立霍普文理短期補習班,官田區忠孝街25號1-2樓,(06)5793658,南市教社字第1061151675號,2017-11-06
62201710300001,臺南市私立超卓越文理短期補習班民生分班,新營區民生路187號1-2樓,(06)6562100,南市教社字第1061140750號,2017-11-06
62201710300002,臺南市私立美心技藝短期補習班,中西區五妃街11-1號1-2樓,(06)2160092,南市教社字第1061071227號,2017-10-30
62201709140002,臺南市私立小米文理短期補習班,歸仁區大順街115號1-4樓,(06)2304247,南市教社字第1061050783號,2017-10-19
62201709140004,臺南市私立寶葛麗技藝短期補習班,永康區中華路198號之26(15樓),(06)3116899,南市教社字第1061049705號,2017-10-19
62201709290001,臺南市私立聖域文理短期補習班,東區東安路48巷32號1-2樓,(06)2004852,南市教社字第1060993052號,2017-09-29
62201709060002,臺南市私立中丞文理短期補習班,歸仁區民權北路185號1-2樓,(06)2304602,南市教社字第1061019784號,2017-09-29
62201709060001,臺南市私立崇鼎文理短期補習班永康分班,永康區永正路71號1-2樓,(06)2027790,南市教社字第1060951618號,2017-09-15
62201709140003,臺南市私立金安文理短期補習班,安南區安中路三段226號1-2樓,(06)2566133,南市教社字第1060932288號,2017-09-14
62201708310002,臺南市私立泓碩文理短期補習班,中西區衛民街89號2樓,(06)2223904,南市教社字第1060901706號,2017-08-31
62201708310001,旗開文教有限公司附設臺南市私立儒園文理短期補習班,中西區南門路75號2樓,(06)2237066,南市教社字第1060885031號,2017-08-31
62201707180002,臺南市私立大王文理短期補習班,永康區國光五街56號1-3樓、58號1-2樓,(06)2722727,南市教社字第1060759192號,2017-08-23
62201708210001,臺南市私立凱特文理短期補習班,永康區中山東路301號1-2樓,(06)3123385,南市教社字第1060769765號,2017-08-23
62201707060001,臺南市私立群祐文理短期補習班,北區大興街610號1-2樓,(06)2800711,南市教社字第1060628149號,2017-07-07
62201707060002,臺南市私立緹森文理短期補習班,安南區育安街155號1-4樓,(06)3566610,南市教社字第1060692743號,2017-07-07
62201707050001,威爾森文教事業股份有限公司附設臺南市私立安德森文理短期補習班,永康區中華二路209號1-2樓,(06)3136880,南市教社字第1060667008號,2017-07-07
62201706210001,臺南市私立喬揚文理短期補習班漚汪分班,將軍區西華62之59號1-2樓,(06)7942508,南市教社字第1060646668號,2017-06-30
62201706120001,臺南市私立金新文理短期補習班,新化區和平街1號1-2樓,(06)5900200,南市教社字第1060599429號,2017-06-16
62201706010001,臺南市私立林昭廷文理短期補習班,歸仁區民族北街17巷10號1-2樓,(06)2304027,南市教社字第1060558113號,2017-06-03
62201705150001,臺南市私立溫徹斯特文理短期補習班,安南區郡安路六段111巷40弄13號1-3樓,0912116278,南市教社字第1060451538號,2017-05-15
62201705010001,臺南市私立柯柯技藝短期補習班,中西區府緯街26號1樓,(06)2138655,南市教社字第1060341486號,2017-04-24
62201704010001,臺南市私立樂讀文理短期補習班,學甲區重信路19號1-2樓,(06)7821111,南市教社字第1060314371號,2017-03-31
62201703170001,傑競弘升文教事業股份有限公司附設臺南市私立傑競文理短期補習班,佳里區長安街107巷2號1-3樓,(06)7234781,南市教社字第1060255378號,2017-03-17
62201702150001,臺南市私立莫妮卡文理短期補習班,永康區大橋三街120號1-2樓,(06)3035429,南市教社字第1060155479號,2017-02-15
62201702170002,臺南市私立名儒文理短期補習班,善化區民生路406號1-2樓,(06)5835262,南市教社字第1060134916號,2017-02-09
62201702170001,臺南市私立明和文理短期補習班麻豆分班,麻豆區興中路217號1-2樓,(06)5719588,南市教社字第1060162363號,2017-02-08
62201702090001,臺南市私立家績文理短期補習班,東區崇明路952號1-2樓,(06)2901520,南市教社字第1060155728號,2017-02-08
62201701230001,大山文教股份有限公司附設臺南市私立王山文理短期補習班,東區崇善路161號1-2樓,(06)2908564,南市教社字第1060075545號,2017-01-16
62201701110001,臺南市私立帝國文理短期補習班,善化區建國路238號1-2樓,(06)5833862,南市教社字第1051317340號,2017-01-04
62201612210001,臺南市私立用功文理短期補習班,西港區慶安路95-10號1-2樓,(06)7965133,南市教社字第1051014632號,2016-12-21
62201612130001,臺南市私立普羅文理短期補習班,六甲區仁愛街45號1-2樓,(06)6982412,南市教社字第1051232287號,2016-12-12
62201612070001,臺南市私立張捷文理短期補習班,安平區建平11街252號1-2號,(06)2990625,南市教社字第1051236663號,2016-12-07
62201612070002,臺南市私立宇閎文理短期補習班,中西區民族路2段55之2號1-2樓,(06)2225970,南市教社字第1051236663號,2016-12-07
62201611240001,臺南市私立學合文理短期補習班,東區東安路174號1-2樓,(062361690,南市教社字第1051186673號,2016-11-24
62201611240002,臺南市私立天子安平文理短期補習班,安平區建平11街116號1-2號,(06)2986896,南市教社字第1051186675號,2016-11-24
62201611220001,臺南市私立昱立文理短期補習班,歸仁區大順街103號1-4樓,(06)2309933,南市教社字第1051156370號,2016-11-22
62201611220002,臺南市私立快樂佳音文理短期補習班,永康區復華七街169號1-2樓、173號1-2樓,(06)2339991,南市教社字第1051179345號,2016-11-22
62201611050002,臺南市私立睿知博士文理短期補習班,東區崇明路960號1-2樓,(06)2673808,南市教社字第1051097678號,2016-11-11
62201611050001,臺南市私立彣輔文理短期補習班,東區東安路160號1-2樓,(06)2090802,南市教社字第1051104967號,2016-11-07
62201610110001,臺南市私立鑫成文理短期補習班,中西區民族路2段76-10號10樓之1,(06)2220186,南市教終字第1051021009號,2016-10-11
62201609290001,臺南市私立保進文理短期補習班,永康區正強街165號1-2樓,(06)2016769,南市教社字第1050996473號,2016-09-28
62201609130001,臺南市私立竸立文理短期補習班,善化區大成路296號1-2樓,(06)5831001,南市教社字第1050925857號,2016-09-13
62201609120001,臺南市私立聲耕技藝短期補習班,東區龍山街105號1樓及夾層,(06)3366896,南市教社字第1050917148號,2016-09-10
62201609020001,臺南市私立嘉明文理短期補習班,安南區安昌街70號1-2樓,(06)3561680,南市教社字第1050878995號,2016-09-02
62201608160001,臺南市私立馥凰文理短期補習班,東區東興路36號1-5樓,(06)2378838,南市教社字第1050849536號,2016-08-16
62201608080001,臺南市私立佳佳文理短期補習班新生分班,佳里區新生路348號1-2樓,(06)7222208,南市教社字第1050797693號,2016-08-05
62201607220001,臺南市私立全東文理短期補習班,安南區安中路三段306號1-2樓,(06)2470003,南市教社字第1050756124號,2016-07-22
62201607210001,臺南市私立金善文理短期補習班,善化區樹人路65號1-2樓,(06)5858996,南市教社字第1050709747號,2016-07-21
62201607150001,臺南市私立民瀚文理短期補習班,北區西門路3段268號1-2樓,(06)2233955,南市教社字第1050742203號,2016-07-15
62201606280002,臺南市私立綠森林文理短期補習班,永康區大橋二街197之1號1-2樓,(06)3037655,南市教社字第1050617906號,2016-06-28
62201606280001,臺南市私立子曰文理短期補習班,南區金華路一段510號1-2樓,(06)2658198,南市教社字第1050631164號,2016-06-28
62201606170001,臺南市私立大鯨魚文理短期補習班,安南區安中路三段375巷15號1-4樓,(06)2475247,南市教社字第1050604311號,2016-06-17
62201606170002,大必佳國際文教科技股份有限公司附設臺南市私立立必佳文理短期補習班,安南區安中路三段331之1號1-2樓、353號1-2樓,(06)2476835,南市教社字第1050604322號,2016-06-17
62201606140001,臺南市私立磐石文理短期補習班,新營區東大街66巷47號1-2樓,(06)6375005,南市教社字第1050580353號,2016-06-15
62201606140002,臺南市私立勁瀚文理短期補習班,新化區中山路148號1-2樓,(06)5906770,南市教社字第1050585468號,2016-06-15
62201605200004,臺南市私立荳荳文理短期補習班,善化區永安路59號1-2樓,(06)5812069,南市教社字第1050471382號,2016-05-20
62201605200001,臺南市私立全豐文理短期補習班,安南區安和路5段84巷36弄79號1-3、53號1-2樓,(06)3560026,南市教社字第1050495868號,2016-05-20
62201605180001,屹呈教育事業股份有限公司附設臺南市私立屹呈文理短期補習班,東區崇明路710號1-2樓,(06)2906959,南市教社字第1050441618號,2016-05-18
62201604060001,臺南市私立比爾郭文理短期補習班,東區莊敬路116巷16號1-2樓,(06)2346650,南市教社字第1050284782號,2016-04-06
62201603180001,臺南市私立安老師文理短期補習班,永康區富強路1段2巷9號1-2樓,(06)2721049,南市教社字第1050239044號,2016-03-18
62201602230001,臺南市私立進取文理短期補習班,永康區東橋一路312號1-4樓,(06)3036126,南市教社字第1050146068號,2016-02-24
62201602190001,臺南市私立光霽文理短期補習班,安南區安中路三段163號1-2樓,(06)2456662,南市教社字第1050148357號,2016-02-18
62201602030001,臺南市私立大識界文理短期補習班,安南區安昌街174巷191弄28號1-3樓,(06)3550695,南市教社字第1050082343號,2016-02-03
62201601270001,臺南市私立英格理文理短期補習班,麻豆區興中路175巷3-17號1-2樓,(06)5706560,南市教社字第1050058095號,2016-01-27
62201601210001,臺南市私立崇善明文理短期補習班,東區崇善路505號1-3樓,(06)2607557,南市教社字第1050078347號,2016-01-21
62201601210002,臺南市私立元大崇學文理短期補習班崇善分班,東區崇善路40號1-2樓,(06)2900665,南市教社字第1050063945號,2016-01-21
62201512220001,臺南市私立陳毅文理短期補習班,新營區健康路137號1-2樓,(06)6592576,南市教社字第1041237210號,2015-12-25
62201512230001,屹呈教育事業股份有限公司附設臺南市私立昱儒文理短期補習班,東區崇明路589-9號之1(1-2樓),(06)2679791,南市教社字第1041250332號,2015-12-23
62201512080001,臺南市私立林恩文理短期補習班,東區凱旋路217號1-2樓,(06)2348999,南市教社字第1041158677號,2015-12-08
62201512080002,臺南市私立揚傑文理短期補習班,安南區安昌街23號1-4樓,(06)3571997,南市教社字第1041165713號,2015-12-08
62201511200001,臺南市私立永盛文理短期補習班,永康區正義街116號1-4樓,(06)2037711,南市教社字第1041134252號,2015-11-20
62201511090002,臺南市私立耀升文理短期補習班,中西區南門路247之1號1-2樓,(06)2139119,南市教社字第1041103267號,2015-11-09
62201511090001,臺南市私立百分百文理短期補習班大成分班,南區西門路1段283號1-3樓,(06)2922898,南市教社字第1041103026號,2015-11-09
62201510290001,大山文教股份有限公司附設臺南市私立大山文理短期補習班,東區東寧路西段29號1-2樓、慶東街226號1樓,(06)2083681,南市教社字第1041058492號,2015-10-30
62201110240001,臺南市私立邁斯文理短期補習班,永康區東橋十街98號1-2樓,(06)3024880,南市教社字第1040987379號,2015-10-15
62201509170001,臺南市私立鴻語文理短期補習班,東區崇明路71號1-2樓,(06)2905969,南市教社字第1040880302號,2015-09-17
62201509030001,臺南市私立怡美文理技藝短期補習班,善化區自由路107號1-2樓,(06)5812980,南市教社字第1040846332號,2015-09-04
62201508270001,臺南市私立成功文理短期補習班民權分班,中西區民權路一段243號3樓,(06)5111689,南市教社字第1040789653號,2015-08-27
62201508170001,臺南市私立花生米文理短期補習班,東區崇善路155號2樓,(06)2689919,南市教社字第1040717240號,2015-08-17
62201508070001,臺南市私立潢氏珠心算文理短期補習班,北區文賢路1122巷221號1-2樓,(06)3586890,南市教社字第1040722101號,2015-08-07
62201507170001,巨匠電腦股份有限公司附設臺南市私立巨匠美語短期補習班永康分班,永康區大灣路934號1-3樓,(06)2051258,南市教社字第1040632728號,2015-07-14
62201507100001,臺南市私立德州文理短期補習班,永康區仁愛街63號1-4樓,(06)2437560,南市教社字第1040612080號,2015-07-08
62201506220001,臺南市私立易立文理短期補習班,安平區郡平路323號1-2樓,(06)2952119,南市教社字第1040577482號,2015-06-22
62201506050001,臺南市私立偉文文理短期補習班,中西區中山路166-6號3樓,(06)2211515,南市教社字第1040496238號,2015-06-05
62201505070002,臺南市私立雅米琪美語短期補習班,新化區長青街53號1-2樓,0963530732,南市教社字第1040408983號,2015-05-08
62201505060001,臺南市私立浩瀚文理短期補習班,永康區國光六街73號1-2樓,(06)2053696,南市教社字第1040289342號,2015-05-05
62201504230001,臺南市私立榮耀文理短期補習班,佳里區安西路201巷39號1-2樓,(06)7213969,南市教社字第1040369315號,2015-04-23
62201504200001,頂美教育股份有限公司附設臺南市私立頂英文理短期補習班,中西區頂美1街76巷6號1-2樓,(06)2506337,南市教社字第1040261903號,2015-04-20
62201504160001,臺南市私立元喬文理短期補習班,東區裕文路89號1-4樓,(06)3318905,南市教社字第1040353299號,2015-04-16
62201503260001,臺南市私立生命樹文理技藝短期補習班,安平區怡平路27號1-2樓,(06)2988788,南市教社字第1040261579號,2015-03-26
62201503200001,臺南市私立魚果文理短期補習班,安平區健康四街117號2樓,(06)2999109,南市教社字第1040260701號,2015-03-20
62201503110002,臺南市私立采欣文理短期補習班,麻豆區忠孝路31巷3之5號1-2樓,(06)5719389,南市教社字第1040077502號,2015-03-11
62201503090001,臺南市私立睿安文理短期補習班,安平區建平11街64號1-2樓,(06)2971717,南市教社字第1040191065號,2015-03-09
62201503090002,杏薪教育科技股份有限公司附設臺南市私立金聖文理短期補習班,北區北園街6號之3(1-2樓),(06)2004569,南市教社字第1040190633號,2015-03-09
62201503110001,臺南市私立子恩文理短期補習班,歸仁區民權北路261號1-2樓,(06)2308301,南市教社字第1040154832號,2015-03-06
62201502160001,臺南市私立亞斯頓文理短期補習班,北區文成三路393號2-3樓,(06)2822517,南市教社字第1040122906號,2015-02-09
62201501290001,臺南市私立優妮可文理短期補習班,新化區中山路115號1-2樓,(06)5901115,南市教社字第1040077265號,2015-01-29
62201501210001,臺南市私立道承文理短期補習班,安平區平通路60號1-2樓,(06)2999281,南市教社字第1040065528號,2015-01-20
62201501200001,臺南市私立馨月資優文理短期補習班,安平區永華三街72號1-2樓,(06)2995128,南市教社字第1040054322號,2015-01-16
62201501130001,臺南市私立金復裕文理短期補習班,東區裕農三街209號1-2樓,(06)3310055,南市教社字第1031252325號,2015-01-11
62201501130002,臺南市私立品翰文理短期補習班,安南區功安三街109號1-2樓,(06)2560768,南市教社字第1031252555號,2015-01-09
62201501130003,臺南市私立凱菈文理技藝短期補習班,南區明興路1085之6號1-2樓,(06)2962880,南市教社字第1031253078號,2015-01-09
62201412170001,臺南市私立品碩文理短期補習班,安平區慶平路275號1-3樓,(06)2980618,南市教社字第1031186918號,2014-12-16
62201412160003,臺南市私立藝姿舞集技藝短期補習班仁德分班,仁德區仁德二街31號1-2樓,(06)2701463,南市教社字第1031106765號,2014-11-26
62201411270003,臺南市私立志昇文理短期補習班,永康區民族路197號1-2樓,(06)2058850,南市教社字第1031018291號,2014-10-28
62201412160004,臺南市私立愛佳文理短期補習班,永康區永大一路390號1-2樓,(06)2017595,南市教社字第1030967626號,2014-10-23
62201410010001,臺南市私立益伸文理短期補習班,東區崇善路223號1-3樓,(06)2608719,南市教社字第1030922053號,2014-09-29
62201409180001,臺南市私立輔祥文理短期補習班,西港區文化路46號1-2樓,(06)7960669,103.9.18南市教社字第1030864060號,2014-09-12
62201408290002,臺南市私立龍約翰文理短期補習班,安平區建平十一街287號1-3樓,(06)2959990,南市教社字第1030816459號,2014-08-29
62201408290001,臺南市私立學方文理短期補習班,安平區永華三街89號1-2樓,(06)2992208,南市教社字第1030806007號,2014-08-29
62201409090001,臺南市私立東晟文理短期補習班,善化區永安路105號1-2樓,(06)5811988,南市教社字第1030801975　號,2014-08-28
62201408260001,臺南市私立中原文理短期補習班,安平區建平十一街285號1-3樓,(06)2953160,南市教社字第1030784563號,2014-08-26
62201408070001,臺南市私立縱橫資優文理短期補習班,新化區和平街5號1-2樓,(06)5900625,南市教社字第1030718780號,2014-07-31
62201407300001,臺南市私立學得文理短期補習班,東區崇明路501號1-2樓,(06)2880880,南市教社字第1030699650號,2014-07-30
62201408070002,臺南市私立旻欣文理短期補習班安順分班,安南區安豐五街116號1-2樓,(06)3571128,南市教社字第1030701567號,2014-07-29
62201407270001,伯裕文創有限公司附設臺南市私立金明文理短期補習班,東區崇明路577號1-2樓,(06)2909697,南市教社字第1030684044號,2014-07-28
62201408040002,臺南市私立金永文理短期補習班,永康區中山路156之1號1-3樓,(06)2010758,南市教社字第1030682468號,2014-07-21
62201407210001,臺南市私立金世紀文理短期補習班,新營區東興二街43號1-2樓,(06)6378111,南市教社字第1030620344號,2014-07-11
62201407070003,臺南市私立聖佳作文短期補習班新天地分班,中西區和意路72號1-2樓,(06)2159292,南市教社字第1030621042號,2014-07-07
62201407070005,臺南市私立米平方文理短期補習班,歸仁區信義南路185號1-2樓,(06)2397854,南市教社字第1030618382號,2014-07-07
62201407070002,臺南市私立奇趣閱讀美語短期補習班,北區大興街96巷37號1樓,(06)3588416,教社字第1030609966號,2014-07-07
62201407070001,臺南市私立喬揚文理短期補習班佳里分班,佳里區安西路199號1-2樓,(06)7234560,南市教社字第1030602555號,2014-07-07
62201406230001,臺南市私立力仁文理短期補習班,歸仁區文化街二段130號1-2樓,(06)3386439,南市教社字第1030583388號,2014-06-23
62201406180001,臺南市私立傑哥文理短期補習班,永康區中山南路1042號3樓之1,(06)2013116,教社字第1030561594號,2014-06-18
62201406030001,臺南市私立悅讀文理短期補習班,南區金華路一段95巷7號1-2樓,(06)2648858,南市教社字第1030498030號,2014-06-03
62201405260002,臺南市私立菜小米藝術技藝短期補習班,中西區美麗街26號1-2樓,0925077795,教社字第1030479107號,2014-05-26
62201406200002,臺南市私立慧穎文理短期補習班,永康區東橋十街90號1-2樓,(06)3022338,南市教社字第1030443249號,2014-05-13
62201406200001,臺南市私立學昱文理短期補習班,鹽水區月津路38-18號1-2樓,(06)6532168,南市教社字第1030453125號,2014-05-13
62201404170001,臺南市私立優嘉文理短期補習班,東區崇道路116號1-2樓,(06)3368791,"南市教社字第1030302453  號",2014-04-17
62201404080001,臺南市私立益學文理短期補習班,東區裕農路469號2樓,0939243129,南市教社字第1030290123號,2014-04-08
62201404080002,臺南市私立唐旦祥技藝短期補習班,東區崇信路18號1-2樓,0929118866,南市教社字第1030301791號,2014-04-08
62201403240001,臺南市私立虹琪文理短期補習班,安南區長溪路三段240號1-2樓,(06)2471716,教社字第1030250416號,2014-03-24
62201403110001,臺南市私立國王文理短期補習班,永康區大橋二街139之3號1-2樓,(06)3036686,南市教社字第1030092488號,2014-02-21
62201401210001,臺南市私立毅群文理短期補習班,南區夏林路202號2樓,(06)2655217,南市教社字第1030006320號,2014-01-20
62201401160001,巨匠電腦股份有限公司附設臺南市私立巨匠成功文理短期補習班,中西區成功路95號1-2樓,(06)2202338,南市教社字第1030044060號,2014-01-16
62201312060002,臺南市私立耀傑文理短期補習班和順分班,安南區安和路5段386號1-2樓,(06)3558008,南市教社字第1021093485號,2013-12-09
62201312060001,臺南市私立金市文理短期補習班,新市區光華街163號1-2樓、179-1號1-3樓,(06)5892500,南市教社字第1021064195號,2013-12-05
62201312100001,臺南市私立數智文理短期補習班,新營區中正路53-3號1樓及夾層,(06)6377930,南市教社字第1021002831號,2013-11-11
62201311080001,臺南市私立向日馨文理短期補習班,安南區安富街186號1-3樓,(06)2581601,南市教社字第1020994423號,2013-11-08
62200208079117,臺南市私立明美舞蹈短期補習班,仁德區中正路二段877號1樓,0932903395,南市教社字第1020976776號,2013-10-30
62201309300001,臺南市私立晉揚文理技藝短期補習班,佳里區光華街149號1-2樓,(06)7230158,南市教社字第1020851824號,2013-09-27
62201409170001,臺南市私立超卓越文理短期補習班,新營區東興二街37號1-2樓,0936410825,南市教社字第1030843495號,2013-09-11
62201309170002,臺南市私立諾好文理短期補習班,安平區怡平路340號1-4樓,(06)2999295,南市教社字第1020788703號,2013-08-30
62201308150001,臺南市私立主人翁文理短期補習班,北區大和路247號2-4樓,(06)3583157,南市教社字第1020701733號,2013-08-06
62201308050001,臺南市私立怡安文理短期補習班,安南區怡安路2段503號1-2樓,(06)2465153,南市教社字第1020694526號,2013-08-05
62201307290001,臺南市私立溫莎英語短期補習班,安南區育安街286號1-2樓,(06)3568356,南市教社字第1020682106號,2013-07-30
62201308090001,臺南市私立黃氏珠心算文理短期補習班大灣分班,永康區大灣三街91號1-2樓,(06)2723588,南市教社字第1020681698號,2013-07-29
62201307230001,旭文教育科技股份有限公司附設臺南市私立旭文文理短期補習班,東區東門路1段354號2樓,(06)6009845,南市教社字第1020666215號,2013-07-25
62201308020001,威爾森文教事業股份有限公司附設臺南市私立福森文理短期補習班,永康區正義街110號1-3樓,(06)2316201,南市教社字第1020637529號,2013-07-18
62201307160002,臺南市私立原力美語短期補習班,東區崇善路138號1-2樓,(06)3356560,南市教社字第1020597878號,2013-07-16
62201306250001,臺南市私立佳佳文理短期補習班,佳里區新生路628巷70號1樓,(06)7221989,南市教社字第1020542653號,2013-06-21
62201307090001,臺南市私立穩穩文理短期補習班,歸仁區民權三街28號1-4樓、30號1-4樓,(06)5950198,南市教社字第1020545329號,2013-06-18
62201306110001,臺南市私立優酷英語文理短期補習班學甲分班,學甲區華宗路258巷18號1-2樓,(06)7833637,南市教社字第1020511277號,2013-06-07
62201305270001,臺南市私立菁華文理短期補習班,新營區東興路231號1-2樓,(06)6321126,南市教社字第1020463569號,2013-05-24
62201305010001,臺南市私立韋達文理短期補習班,新營區濟安街61號1樓,(06)6323261,南市教社字第1020375140號,2013-04-29
62201304260002,臺南市私立葉駿文理短期補習班,東區崇學路96巷46號1-2樓,(06)2697061,南市教社字第1020353163號,2013-04-19
62201304180001,臺南市私立英王語文短期補習班,東區崇明路581號1-2樓,(06)2892980,南市教社字第1020323743號,2013-04-11
62201302270001,臺南市私立李老師文理短期補習班,玉井區民族路106號1-2樓,(06)5749270,南市教社字第1020149818號,2013-02-20
62201304160001,臺南市私立金橋文理短期補習班,永康區東橋十街56號1-2樓,(06)3021757,南市教社字第1020279775號,2013-02-03
62201302070001,臺南市私立奧菲斯音樂短期補習班,北區育德路586號2-3樓,(06)2817736,南市教社字第1020106792號,2013-01-31
62201302060001,康萊爾有限公司附設臺南市私立康萊爾文理短期補習班,永康區勝學路170號1-2樓,0987453738,南市教社字第1020084252號,2013-01-28
62201301310002,中國青年救國團附設臺南市私立文理技藝短期補習班崇德分班,東區崇德路62號1-2樓,(06)2678039,南市教社字第1020086255號,2013-01-25
62201301150001,臺南市私立智優生文理短期補習班,安南區育安二街60號1-2樓,0906000791,南市教社字第1020035733號,2013-01-09
62201212260001,臺南市私立楊瀚文理短期補習班,東區凱旋路205號1-2樓,(06)2376229,南市教社字第1011069125號,2012-12-17
62201212110001,臺南市私立育民文法商短期補習班成功分班,中西區成功路25號1樓,(06)2221598,南市教社字第1011042956號,2012-12-07
62201212070001,臺南市私立愛群文理短期補習班,新營區府西路159巷30號1-2樓,(06)6322669,南市教社字第1011006566號,2012-11-30
